Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Price(euro),Age,km_year
Volkswagen,Golf,2009,Universal,220000.0,1900.0,Diesel,6990.0,13,16923.076923076922
Toyota,Corolla,2005,Hatchback,283000.0,1400.0,Diesel,5550.0,17,16647.058823529413
Volkswagen,Golf,2011,Hatchback,137000.0,1400.0,Petrol,7199.0,11,12454.545454545454
Ford,Focus,2009,Sedan,210000.0,1596.0,Petrol,5999.0,13,16153.846153846154
KIA,Optima,2012,Sedan,113390.0,2000.0,Petrol,11299.0,10,11339.0
Vaz,Rare,2002,Sedan,55000.0,1500.0,Petrol,1600.0,20,2750.0
Toyota,Avensis,2006,Universal,235619.0,2000.0,Diesel,7499.0,16,14726.1875
Volvo,XC90,2008,SUV,190000.0,2400.0,Diesel,9799.0,14,13571.42857142857
Renault,Grand Scenic,2011,Universal,2008.0,1500.0,Diesel,5850.0,11,182.54545454545453
Volkswagen,Passat,2013,Universal,153800.0,1400.0,Petrol,7750.0,9,17088.88888888889
Volkswagen,Rare,2000,Sedan,165000.0,1898.0,Diesel,3000.0,22,7500.0
BMW,Rare,2016,Crossover,135000.0,1969.0,Diesel,29500.0,6,22500.0
Honda,Accord,2000,Sedan,300000.0,1600.0,Metan/Propan,2500.0,22,13636.363636363636
Skoda,Rapid,2017,Universal,92500.0,1400.0,Diesel,7700.0,5,18500.0
Renault,Megane,2017,Universal,186281.0,1500.0,Diesel,11999.0,5,37256.2
Volkswagen,Tiguan,2015,Crossover,108000.0,2000.0,Petrol,13900.0,7,15428.57142857143
Opel,Astra,1993,Universal,100650.0,1600.0,Petrol,1200.0,29,3470.689655172414
Chevrolet,Rare,2011,SUV,73250.0,2400.0,Petrol,10500.0,11,6659.090909090909
Toyota,Corolla,2017,Sedan,40000.0,1800.0,Petrol,12500.0,5,8000.0
Renault,Scenic,2012,Universal,137000.0,1461.0,Diesel,6650.0,10,13700.0
Renault,Rare,1989,Sedan,173000.0,1700.0,Petrol,800.0,33,5242.424242424242
Mercedes,C Class,2015,Universal,222000.0,2000.0,Plug-in Hybrid,17500.0,7,31714.285714285717
Mitsubishi,Galant,1991,Hatchback,340000.0,1800.0,Metan/Propan,1450.0,31,10967.741935483871
Renault,Grand Scenic,2010,Minivan,281000.0,1496.0,Diesel,4500.0,12,23416.666666666668
Renault,Grand Scenic,2009,Minivan,150000.0,1400.0,Petrol,5550.0,13,11538.46153846154
Mercedes,E Class,2002,Sedan,344000.0,2700.0,Diesel,10000.0,20,17200.0
Nissan,Almera,2004,Hatchback,112233.0,1500.0,Diesel,750.0,18,6235.166666666667
Renault,Megane,2008,Universal,180000.0,1500.0,Diesel,4100.0,14,12857.142857142857
BMW,X5,2016,SUV,86500.0,3000.0,Petrol,36000.0,6,14416.666666666666
Citroen,Rare,2009,Minivan,222222.0,1600.0,Diesel,6000.0,13,17094.0
Dacia,Sandero,2011,Hatchback,116318.0,1200.0,Petrol,4199.0,11,10574.363636363636
Honda,Accord,2018,Sedan,61503.0,1993.0,Hybrid,18500.0,4,15375.75
BMW,X5,2006,SUV,200000.0,3000.0,Diesel,6999.0,16,12500.0
Peugeot,Rare,2007,Sedan,297000.0,2200.0,Diesel,3500.0,15,19800.0
Volkswagen,Golf,2003,Universal,321009.0,1895.0,Diesel,2700.0,19,16895.21052631579
Citroen,Berlingo,2004,Minivan,200000.0,200.0,Diesel,1600.0,18,11111.111111111111
Mercedes,C Class,2012,Sedan,160000.0,1800.0,Petrol,12200.0,10,16000.0
Vaz,Rare,2004,Hatchback,205000.0,1500.0,Petrol,1300.0,18,11388.888888888889
Toyota,Auris,2013,Universal,131000.0,1400.0,Diesel,8550.0,9,14555.555555555557
BMW,X5,2015,SUV,120000.0,4000.0,Plug-in Hybrid,46000.0,7,17142.85714285714
Renault,Grand Scenic,2014,Minivan,160000.0,1496.0,Diesel,9500.0,8,20000.0
Renault,Grand Scenic,2011,Minivan,259000.0,1500.0,Diesel,6990.0,11,23545.454545454544
BMW,7 Series,2010,Sedan,120000.0,3000.0,Petrol,21000.0,12,10000.0
Dacia,Logan,2012,Sedan,195176.0,1197.0,Metan/Propan,2999.0,10,19517.6
Hyundai,Tucson,2015,Crossover,118000.0,1995.0,Diesel,16099.0,7,16857.14285714286
Audi,A6,2009,Sedan,345000.0,2000.0,Petrol,7500.0,13,26538.46153846154
Audi,Rare,2018,Sedan,7189.0,2000.0,Petrol,16000.0,4,1797.25
Skoda,Fabia,2009,Sedan,315836.0,1400.0,Metan/Propan,3799.0,13,24295.07692307692
Mercedes,S Class,2005,Sedan,356112.0,3500.0,Metan/Propan,11999.0,17,20947.764705882357
Volkswagen,Touran,2004,Universal,390000.0,2000.0,Diesel,5300.0,18,21666.666666666668
Skoda,Fabia,2009,Hatchback,145000.0,1200.0,Petrol,4500.0,13,11153.846153846154
Mini,Rare,2011,Hatchback,216801.0,1600.0,Petrol,10599.0,11,19709.18181818182
BMW,7 Series,2006,Sedan,295000.0,3000.0,Metan/Propan,9000.0,16,18437.5
Dacia,Logan Mcv,2011,Minivan,180000.0,1500.0,Diesel,5700.0,11,16363.636363636364
Ford,Rare,2016,Pickup,57000.0,5000.0,Petrol,26900.0,6,9500.0
BMW,5 Series,2002,Sedan,360000.0,2926.0,Diesel,2300.0,20,18000.0
BMW,3 Series,1995,Sedan,355464.0,1596.0,Petrol,1300.0,27,13165.333333333334
BMW,5 Series,2002,Sedan,383350.0,3000.0,Diesel,6300.0,20,19167.5
Ford,Focus,2015,Universal,145700.0,1500.0,Diesel,7950.0,7,20814.285714285717
Hyundai,Altele,2020,SUV,29000.0,2199.0,Diesel,35999.0,2,14500.0
Mercedes,Rare,2016,SUV,130550.0,2200.0,Diesel,39000.0,6,21758.33333333333
Toyota,Prius,2012,Sedan,163000.0,1800.0,Hybrid,7599.0,10,16300.0
Opel,Rare,1990,Hatchback,200000.0,1600.0,Petrol,850.0,32,6250.0
Smart,Rare,2002,Cabriolet,234567.0,800.0,Diesel,1250.0,20,11728.35
Volkswagen,Rare,2007,Minivan,200000.0,1390.0,Metan/Propan,5000.0,15,13333.333333333334
Renault,Grand Scenic,2012,Minivan,235000.0,1500.0,Diesel,6450.0,10,23500.0
Mitsubishi,Rare,1997,Coupe,140000.0,2000.0,Petrol,3500.0,25,5600.0
Volvo,Rare,2003,Universal,311000.0,1870.0,Diesel,3590.0,19,16368.421052631578
Lincoln,Rare,2000,Sedan,250000.0,460.0,Petrol,4500.0,22,11363.636363636364
Mercedes,C Class,1997,Sedan,200000.0,2151.0,Diesel,4000.0,25,8000.0
Mercedes,Vito,2014,Minivan,232000.0,2200.0,Diesel,15150.0,8,29000.0
Suzuki,Rare,2015,Crossover,70000.0,1400.0,Petrol,14450.0,7,10000.0
Honda,CR-V,2018,Crossover,57386.0,1500.0,Petrol,22999.0,4,14346.5
Opel,Astra,2012,Universal,165134.0,1300.0,Diesel,6950.0,10,16513.4
Volvo,Rare,2015,Universal,273000.0,2400.0,Plug-in Hybrid,12700.0,7,39000.0
Ford,Focus,2010,Hatchback,190000.0,1600.0,Diesel,5950.0,12,15833.333333333334
Renault,Megane,2016,Universal,175000.0,1461.0,Diesel,11599.0,6,29166.666666666668
Lexus,RX Series,2010,SUV,110000.0,3500.0,Petrol,13000.0,12,9166.666666666666
Ford,C-Max,2015,Hatchback,134000.0,2000.0,Plug-in Hybrid,12490.0,7,19142.85714285714
Nissan,Almera,2005,Hatchback,187000.0,1500.0,Petrol,2150.0,17,11000.0
Citroen,Rare,2007,Hatchback,98000.0,1400.0,Petrol,2200.0,15,6533.333333333333
Volkswagen,Passat,2000,Sedan,300000.0,1800.0,Petrol,3600.0,22,13636.363636363636
KIA,Rare,2018,Crossover,20290.0,1600.0,Hybrid,16800.0,4,5072.5
Volkswagen,Jetta,2014,Sedan,99000.0,2000.0,Diesel,12999.0,8,12375.0
Dacia,Logan,2008,Hatchback,355000.0,1399.0,Metan/Propan,2099.0,14,25357.14285714286
Opel,Rare,2016,Hatchback,15000.0,1200.0,Petrol,3900.0,6,2500.0
Subaru,Rare,2012,Hatchback,165242.0,1400.0,Diesel,6999.0,10,16524.2
Volkswagen,Golf,1996,Hatchback,350653.0,1600.0,Metan/Propan,1689.0,26,13486.653846153846
Nissan,Qashqai,2011,Crossover,213000.0,1500.0,Diesel,8000.0,11,19363.636363636364
Opel,Rare,1991,Sedan,100000.0,1400.0,Petrol,11000.0,31,3225.8064516129034
Mercedes,B Class,2006,Sedan,300000.0,1800.0,Diesel,5900.0,16,18750.0
Vaz,Rare,1990,Hatchback,75000.0,1500.0,Petrol,1000.0,32,2343.75
Land Rover,Range Rover,2007,SUV,277411.0,3600.0,Diesel,11500.0,15,18494.066666666666
Toyota,Land Cruiser Prado,2005,SUV,304323.0,3000.0,Diesel,14999.0,17,17901.352941176472
Renault,Kangoo,2004,Universal,225000.0,1200.0,Petrol,2800.0,18,12500.0
Dacia,Logan,2005,Sedan,228012.0,1596.0,Metan/Propan,3299.0,17,13412.470588235294
Mercedes,E Class,2012,Sedan,176000.0,2145.0,Diesel,14500.0,10,17600.0
Renault,Megane,2012,Universal,188000.0,1500.0,Diesel,7300.0,10,18800.0
Alfa Romeo,Rare,2006,Sedan,210000.0,1900.0,Petrol,4990.0,16,13125.0
Fiat,Rare,2017,Hatchback,123000.0,1300.0,Diesel,9990.0,5,24600.0
Volkswagen,Transporter,2011,Minivan,230000.0,2000.0,Diesel,7500.0,11,20909.090909090908
Nissan,Qashqai,2018,Crossover,141700.0,1500.0,Diesel,13790.0,4,35425.0
Volkswagen,Passat,2001,Sedan,230000.0,1600.0,Petrol,3399.0,21,10952.380952380952
Honda,CR-V,2015,Crossover,102000.0,1600.0,Diesel,17990.0,7,14571.42857142857
Mitsubishi,Outlander,2015,Crossover,171230.0,2000.0,Plug-in Hybrid,13300.0,7,24461.42857142857
BMW,3 Series,2003,Sedan,223000.0,1800.0,Petrol,4150.0,19,11736.842105263158
Hyundai,Tucson,2009,Crossover,201000.0,2000.0,Metan/Propan,6900.0,13,15461.53846153846
Ford,Fusion,2005,Universal,242000.0,1200.0,Petrol,3200.0,17,14235.29411764706
BMW,X5,2006,SUV,199000.0,3000.0,Diesel,4500.0,16,12437.5
Dacia,Logan,2016,Sedan,135000.0,1200.0,Metan/Propan,2450.0,6,22500.0
Toyota,Prius,2008,Hatchback,250000.0,1500.0,Hybrid,6500.0,14,17857.14285714286
Opel,Corsa,1996,Universal,250000.0,1500.0,Diesel,670.0,26,9615.384615384615
Volkswagen,Transporter,2006,Minivan,325215.0,1900.0,Diesel,5499.0,16,20325.9375
Vaz,Rare,2007,Sedan,170000.0,1596.0,Petrol,1300.0,15,11333.333333333334
Toyota,Rav 4,2011,SUV,200000.0,2200.0,Diesel,13000.0,11,18181.81818181818
Toyota,Prius,2010,Hatchback,280000.0,1800.0,Hybrid,7600.0,12,23333.33333333333
Infiniti,Rare,2013,Sedan,142000.0,3000.0,Diesel,8000.0,9,15777.777777777776
Mazda,6,2004,Hatchback,123000.0,2000.0,Diesel,3900.0,18,6833.333333333333
Volkswagen,Transporter,2005,Minivan,220123.0,1896.0,Diesel,5999.0,17,12948.411764705885
Volkswagen,Tiguan,2008,Crossover,221000.0,1400.0,Petrol,8500.0,14,15785.714285714286
Toyota,Prius,2017,Hatchback,46000.0,1800.0,Hybrid,12800.0,5,9200.0
Skoda,Octavia,2005,Sedan,180000.0,1600.0,Petrol,3600.0,17,10588.235294117649
Skoda,Fabia,2008,Hatchback,280000.0,1200.0,Petrol,3400.0,14,20000.0
Seat,Rare,2005,Minivan,340000.0,1897.0,Diesel,5499.0,17,20000.0
BMW,Rare,2011,Coupe,202083.0,2997.0,Diesel,18999.0,11,18371.18181818182
Audi,Q7,2007,SUV,270000.0,3597.0,Petrol,20000.0,15,18000.0
Renault,Laguna,2010,Universal,200000.0,1500.0,Diesel,5000.0,12,16666.666666666668
Volkswagen,Rare,2005,Minivan,123000.0,2500.0,Diesel,5200.0,17,7235.294117647059
Opel,Astra,2018,Universal,139000.0,1598.0,Diesel,8400.0,4,34750.0
Mercedes,Vito,2010,Minivan,260000.0,2200.0,Diesel,5900.0,12,21666.666666666668
Audi,A6,2016,Sedan,119000.0,2000.0,Petrol,22999.0,6,19833.33333333333
Skoda,Octavia,2005,Hatchback,437155.0,1600.0,Metan/Propan,4199.0,17,25715.0
Mercedes,Rare,2012,SUV,164000.0,2900.0,Diesel,28000.0,10,16400.0
Toyota,Corolla,2009,Sedan,248645.0,1800.0,Metan/Propan,6500.0,13,19126.53846153846
Dacia,Logan,2007,Universal,123400.0,1500.0,Diesel,1350.0,15,8226.666666666666
Hyundai,Matrix,2010,Hatchback,136000.0,1500.0,Diesel,2700.0,12,11333.333333333334
Audi,A4,1997,Sedan,190533.0,1600.0,Metan/Propan,1350.0,25,7621.32
Volkswagen,Golf,1997,Minivan,128000.0,1900.0,Diesel,800.0,25,5120.0
Renault,Clio,2011,Coupe,182500.0,1200.0,Metan/Propan,3850.0,11,16590.909090909092
Mercedes,C Class,2011,Universal,204000.0,2200.0,Diesel,12999.0,11,18545.454545454544
Ford,Focus,2017,Universal,153320.0,1500.0,Diesel,9300.0,5,30664.0
Land Rover,Rare,2018,Crossover,15500.0,1998.0,Petrol,25900.0,4,3875.0
Volkswagen,Passat CC,2015,Sedan,40000.0,2000.0,Diesel,6899.0,7,5714.285714285715
Vaz,Rare,2002,Hatchback,12354.0,1500.0,Petrol,700.0,20,617.7
Skoda,Fabia,2012,Universal,165538.0,1200.0,Diesel,6099.0,10,16553.8
Renault,Kangoo,2001,Universal,50000.0,1200.0,Petrol,1499.0,21,2380.9523809523807
Skoda,Fabia,2017,Hatchback,37000.0,1000.0,Petrol,7999.0,5,7400.0
Toyota,Urban Cruiser,2009,Crossover,168365.0,1300.0,Petrol,7200.0,13,12951.153846153846
Nissan,Qashqai+2,2012,Crossover,182464.0,1500.0,Diesel,9799.0,10,18246.4
Hyundai,Tucson,2008,Crossover,123456.0,2000.0,Diesel,3800.0,14,8818.285714285714
Audi,A4,1997,Sedan,33333.0,1900.0,Diesel,2300.0,25,1333.32
KIA,Rio,2017,Sedan,57000.0,1368.0,Petrol,10000.0,5,11400.0
Dacia,Sandero,2009,Sedan,250500.0,1200.0,Petrol,3500.0,13,19269.23076923077
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,11700.0,8,17875.0
Toyota,Camry,2004,Sedan,350000.0,2400.0,Metan/Propan,7499.0,18,19444.444444444445
Ford,Fiesta,2005,Hatchback,232000.0,1400.0,Diesel,3500.0,17,13647.058823529413
Skoda,Octavia,2014,Sedan,1586.0,1600.0,Diesel,100000.0,8,198.25
Volkswagen,Touareg,2008,SUV,180000.0,2500.0,Diesel,8000.0,14,12857.142857142857
Volkswagen,Golf,1993,Hatchback,260000.0,1390.0,Metan/Propan,1700.0,29,8965.51724137931
BMW,3 Series,1993,Sedan,254000.0,1800.0,Petrol,2350.0,29,8758.620689655172
Chevrolet,Rare,2014,SUV,75000.0,2400.0,Petrol,8900.0,8,9375.0
Volvo,XC60,2015,SUV,32000.0,2400.0,Diesel,14999.0,7,4571.428571428572
Ford,Rare,2018,Pickup,35000.0,3500.0,Petrol,60000.0,4,8750.0
Toyota,Avensis,2006,Universal,275000.0,1779.0,Metan/Propan,5100.0,16,17187.5
Audi,A4,2016,Universal,195200.0,2000.0,Diesel,13800.0,6,32533.33333333333
Audi,80,1992,Sedan,256000.0,2000.0,Petrol,1500.0,30,8533.333333333334
Mitsubishi,Rare,2006,Minivan,123000.0,2000.0,Petrol,3500.0,16,7687.5
Skoda,Fabia,2012,Universal,240000.0,1200.0,Diesel,5200.0,10,24000.0
Renault,Megane,2015,Universal,120000.0,1500.0,Diesel,8600.0,7,17142.85714285714
Mercedes,Rare,2016,SUV,61000.0,3000.0,Diesel,47000.0,6,10166.666666666666
Mazda,Rare,2011,Hatchback,89000.0,1500.0,Petrol,3050.0,11,8090.909090909091
Hyundai,Rare,2017,Sedan,132000.0,1700.0,Diesel,15999.0,5,26400.0
Vaz,2106,1989,Sedan,55555.0,1435.0,Petrol,650.0,33,1683.4848484848485
Mitsubishi,Rare,2011,Crossover,144000.0,1800.0,Petrol,9699.0,11,13090.90909090909
Mercedes,A Class,2001,Hatchback,287141.0,1400.0,Petrol,2099.0,21,13673.380952380952
Renault,Megane,2017,Universal,22500.0,1200.0,Petrol,7550.0,5,4500.0
Peugeot,Rare,2001,Sedan,220000.0,2200.0,Metan/Propan,2299.0,21,10476.190476190475
Renault,Grand Scenic,2016,Universal,159000.0,1500.0,Diesel,8890.0,6,26500.0
Audi,Rare,2014,Hatchback,179491.0,1400.0,Metan/Propan,13599.0,8,22436.375
Mercedes,E Class,2007,Sedan,270000.0,3000.0,Diesel,7500.0,15,18000.0
Toyota,Auris,2010,Hatchback,227000.0,1400.0,Petrol,5500.0,12,18916.666666666668
Mitsubishi,Outlander,2007,Crossover,216038.0,2400.0,Metan/Propan,8599.0,15,14402.533333333333
Ford,C-Max,2004,Minivan,111111.0,1600.0,Diesel,3800.0,18,6172.833333333333
Volkswagen,Touran,2004,Minivan,28000.0,200.0,Diesel,5500.0,18,1555.5555555555557
Opel,Vectra,1990,Sedan,330000.0,1780.0,Petrol,1399.0,32,10312.5
Audi,100,1992,Sedan,258852.0,2300.0,Metan/Propan,766.0,30,8628.4
Volkswagen,Jetta,2018,Sedan,90000.0,1400.0,Petrol,11500.0,4,22500.0
Mitsubishi,Galant,1989,Sedan,111111.0,2000.0,Petrol,1250.0,33,3367.0
Dacia,Sandero,2017,Hatchback,13000.0,1000.0,Petrol,6550.0,5,2600.0
Renault,Laguna,2005,Hatchback,165000.0,200.0,Petrol,3500.0,17,9705.882352941177
Skoda,Octavia,2005,Hatchback,189000.0,2000.0,Diesel,3400.0,17,11117.64705882353
Dacia,Logan Mcv,2017,Universal,173800.0,1500.0,Diesel,6999.0,5,34760.0
Rover,Rare,2003,Hatchback,210000.0,1400.0,Petrol,1600.0,19,11052.631578947368
Subaru,Rare,2007,Sedan,155000.0,2000.0,Petrol,5800.0,15,10333.333333333334
Audi,80,1992,Sedan,300000.0,200.0,Petrol,1000.0,30,10000.0
Volkswagen,Sharan,2002,Minivan,455000.0,1897.0,Diesel,75000.0,20,22750.0
Mitsubishi,Outlander,2016,SUV,168000.0,2000.0,Petrol,18350.0,6,28000.0
Toyota,Auris,2009,Hatchback,285000.0,1400.0,Diesel,6800.0,13,21923.07692307692
Volkswagen,Rare,2004,Sedan,132500.0,2000.0,Petrol,1500.0,18,7361.111111111111
Nissan,Rare,2006,Minivan,156400.0,3500.0,Metan/Propan,8000.0,16,9775.0
KIA,Rare,2015,Crossover,69755.0,2000.0,Petrol,7590.0,7,9965.0
Skoda,Superb,2007,Sedan,152000.0,1800.0,Petrol,5800.0,15,10133.333333333334
Opel,Astra,2007,Universal,244000.0,1300.0,Diesel,4149.0,15,16266.666666666666
Volkswagen,Passat,2017,Universal,227000.0,1600.0,Diesel,13000.0,5,45400.0
Mitsubishi,Outlander,2018,Crossover,13667.0,2000.0,Plug-in Hybrid,21499.0,4,3416.75
Mercedes,E Class,2005,Sedan,250000.0,2200.0,Diesel,4500.0,17,14705.882352941177
Skoda,Octavia,2000,Coupe,230000.0,1600.0,Diesel,900.0,22,10454.545454545454
Toyota,Corolla,2005,Hatchback,120000.0,1400.0,Diesel,4200.0,17,7058.823529411765
Renault,Megane,2004,Universal,240000.0,1500.0,Diesel,2950.0,18,13333.333333333334
Audi,A6,2009,Sedan,189840.0,3000.0,Diesel,15999.0,13,14603.076923076924
KIA,Sportage,2000,SUV,130000.0,2000.0,Diesel,4500.0,22,5909.090909090909
Lincoln,Rare,2017,Sedan,140137.0,2000.0,Hybrid,19499.0,5,28027.4
BMW,X5,2019,Crossover,65000.0,2993.0,Diesel,67900.0,3,21666.666666666668
BMW,7 Series,2015,Sedan,46500.0,3000.0,Petrol,38000.0,7,6642.857142857143
Toyota,Rav 4,2006,Crossover,113000.0,2400.0,Petrol,7000.0,16,7062.5
Audi,A4,2012,Universal,165000.0,2000.0,Petrol,7700.0,10,16500.0
Renault,Clio,2008,Hatchback,187000.0,1500.0,Diesel,2500.0,14,13357.142857142857
Renault,Scenic,2016,Minivan,153000.0,1461.0,Diesel,7450.0,6,25500.0
Renault,Clio,2020,Hatchback,1800.0,898.0,Petrol,8900.0,2,900.0
Renault,Talisman,2016,Sedan,116914.0,1500.0,Diesel,12799.0,6,19485.666666666668
Nissan,Qashqai,2007,Universal,198000.0,2000.0,Diesel,7500.0,15,13200.0
Dacia,Sandero,2013,Sedan,62514.0,1200.0,Petrol,4200.0,9,6946.0
Hyundai,Rare,2014,Hatchback,97244.0,2000.0,Petrol,9099.0,8,12155.5
Nissan,Qashqai,2016,Crossover,163000.0,1500.0,Diesel,12399.0,6,27166.666666666668
Honda,CR-V,2012,Crossover,199000.0,200.0,Diesel,15000.0,10,19900.0
Toyota,Corolla,1993,Universal,500000.0,1600.0,Metan/Propan,1500.0,29,17241.379310344826
Toyota,Avensis,2005,Universal,315320.0,2000.0,Diesel,4350.0,17,18548.235294117647
KIA,Ceed,2014,Universal,175000.0,1400.0,Diesel,7490.0,8,21875.0
BMW,5 Series,2013,Sedan,124000.0,2000.0,Diesel,17400.0,9,13777.777777777776
Renault,Megane,2012,Universal,189763.0,1500.0,Diesel,6700.0,10,18976.3
BMW,5 Series,2017,Sedan,72000.0,2000.0,Petrol,29999.0,5,14400.0
Renault,Talisman,2016,Sedan,143000.0,1500.0,Diesel,11300.0,6,23833.33333333333
KIA,Rare,2015,Roadster,103721.0,1582.0,Diesel,7000.0,7,14817.285714285714
Hyundai,Matrix,2003,Universal,250000.0,1800.0,Metan/Propan,2900.0,19,13157.894736842103
Volkswagen,Passat,1992,Universal,390000.0,1998.0,Petrol,1000.0,30,13000.0
Volkswagen,Passat,1993,Sedan,354000.0,1800.0,Metan/Propan,11500.0,29,12206.896551724138
Volkswagen,Touareg,2012,SUV,88000.0,3000.0,Diesel,17999.0,10,8800.0
Renault,Talisman,2017,Sedan,223483.0,1500.0,Diesel,14500.0,5,44696.6
Skoda,Fabia,2015,Universal,159700.0,1400.0,Diesel,7299.0,7,22814.285714285717
Mercedes,Altele,2007,Universal,500000.0,2200.0,Diesel,9000.0,15,33333.333333333336
Nissan,Juke,2012,Hatchback,143000.0,1600.0,Petrol,9800.0,10,14300.0
Audi,80,1992,Sedan,384000.0,2000.0,Petrol,1800.0,30,12800.0
Skoda,Rapid,2013,Sedan,151000.0,1200.0,Petrol,5450.0,9,16777.777777777777
Volkswagen,Touareg,2011,SUV,220000.0,3000.0,Hybrid,18500.0,11,20000.0
Hyundai,Rare,2011,Sedan,63000.0,1400.0,Petrol,3550.0,11,5727.272727272727
Renault,Scenic,2011,Universal,205000.0,1398.0,Petrol,5750.0,11,18636.36363636364
Opel,Astra,2011,Universal,184300.0,1300.0,Diesel,5999.0,11,16754.545454545456
Volkswagen,Passat,2016,Sedan,109000.0,1400.0,Plug-in Hybrid,20990.0,6,18166.666666666668
Volkswagen,Passat,1998,Sedan,250000.0,1600.0,Metan/Propan,3490.0,24,10416.666666666666
Honda,Rare,2020,Hatchback,89776.0,1500.0,Hybrid,12890.0,2,44888.0
Opel,Corsa,2003,Sedan,279421.0,1400.0,Petrol,3899.0,19,14706.368421052632
BMW,5 Series,2005,Sedan,185680.0,2500.0,Diesel,8990.0,17,10922.35294117647
Mercedes,E Class,2007,Hatchback,340000.0,2200.0,Diesel,9800.0,15,22666.666666666668
Volkswagen,Touareg,2004,SUV,250000.0,2500.0,Diesel,6500.0,18,13888.888888888889
Renault,Megane,2014,Hatchback,123000.0,1500.0,Diesel,3600.0,8,15375.0
Mazda,3,2005,Hatchback,200600.0,1600.0,Petrol,3450.0,17,11800.0
Skoda,Fabia,2017,Hatchback,38000.0,1000.0,Petrol,7999.0,5,7600.0
Volvo,XC90,2008,SUV,273000.0,2400.0,Diesel,12500.0,14,19500.0
Mercedes,Rare,2015,Microvan,37000.0,2000.0,Petrol,20900.0,7,5285.714285714285
Toyota,Yaris,2016,Hatchback,69000.0,1400.0,Hybrid,5200.0,6,11500.0
Opel,Combo,2011,Universal,164000.0,1300.0,Diesel,4199.0,11,14909.09090909091
Honda,Accord,1995,Sedan,123456.0,2000.0,Metan/Propan,1000.0,27,4572.444444444444
Toyota,Avensis,2006,Universal,330000.0,2200.0,Diesel,6750.0,16,20625.0
Lexus,CT Series,2014,Hatchback,201000.0,1800.0,Hybrid,11999.0,8,25125.0
Hyundai,Tucson,2005,Crossover,171000.0,1975.0,Metan/Propan,3800.0,17,10058.823529411764
Nissan,Qashqai,2016,Crossover,194107.0,1500.0,Diesel,13699.0,6,32351.166666666668
Mercedes,B Class,2019,Universal,4000.0,1460.0,Diesel,24600.0,3,1333.3333333333333
Opel,Vectra,1993,Sedan,11111.0,1600.0,Petrol,1150.0,29,383.13793103448273
Mitsubishi,Lancer,2008,Sedan,230000.0,1500.0,Metan/Propan,6100.0,14,16428.571428571428
Renault,Megane,2006,Cabriolet,180000.0,1500.0,Diesel,4500.0,16,11250.0
BMW,X5,2007,Crossover,142875.0,3000.0,Metan/Propan,16299.0,15,9525.0
Toyota,Rav 4,2015,Crossover,77400.0,2500.0,Hybrid,20999.0,7,11057.142857142857
BMW,5 Series,2002,Sedan,497584.0,2200.0,Petrol,5800.0,20,24879.2
Volkswagen,Golf,2015,Hatchback,191000.0,1400.0,Plug-in Hybrid,11999.0,7,27285.714285714286
Hyundai,Tucson,2010,Crossover,87000.0,2000.0,Metan/Propan,10000.0,12,7250.0
Skoda,Octavia,2018,Universal,192541.0,1600.0,Diesel,13999.0,4,48135.25
Audi,A6,2016,Sedan,98000.0,2000.0,Petrol,19999.0,6,16333.333333333334
Citroen,Rare,2010,Combi,267000.0,1400.0,Diesel,3850.0,12,22250.0
Ford,Mondeo,2018,Universal,161300.0,1500.0,Diesel,11150.0,4,40325.0
Opel,Astra,2015,Universal,212000.0,1300.0,Diesel,7200.0,7,30285.714285714286
Ford,Fusion,2019,Sedan,68000.0,1999.0,Hybrid,19300.0,3,22666.666666666668
Audi,Rare,2001,Minivan,392000.0,2671.0,Metan/Propan,5950.0,21,18666.666666666668
Toyota,Auris,2017,Hatchback,146000.0,1800.0,Hybrid,11900.0,5,29200.0
Toyota,Corolla,2014,Sedan,55156.0,1329.0,Petrol,8699.0,8,6894.5
Renault,Megane,2011,Hatchback,120000.0,1500.0,Diesel,6000.0,11,10909.09090909091
Honda,Accord,1990,Sedan,148000.0,2000.0,Petrol,2000.0,32,4625.0
Lincoln,Rare,1986,Sedan,70000.0,5000.0,Petrol,3600.0,36,1944.4444444444443
BMW,7 Series,2007,Sedan,196000.0,2997.0,Petrol,10800.0,15,13066.666666666666
Ford,Fiesta,2011,Hatchback,205000.0,1400.0,Diesel,5200.0,11,18636.36363636364
Ford,Fusion,2018,Sedan,105000.0,2000.0,Hybrid,15000.0,4,26250.0
Toyota,Land Cruiser Prado,2011,SUV,150000.0,2700.0,Metan/Propan,19999.0,11,13636.363636363636
Hyundai,Sonata,2002,Sedan,300000.0,200.0,Metan/Propan,2300.0,20,15000.0
Skoda,Octavia,2013,Universal,200000.0,1200.0,Petrol,7350.0,9,22222.222222222223
Volkswagen,Golf,2004,Hatchback,250000.0,1600.0,Petrol,4300.0,18,13888.888888888889
Volvo,Rare,1995,Sedan,20000.0,1998.0,Metan/Propan,400.0,27,740.7407407407408
Renault,Megane,2015,Universal,220000.0,1500.0,Diesel,7950.0,7,31428.571428571428
Vaz,Rare,2006,Hatchback,85000.0,1600.0,Petrol,1200.0,16,5312.5
Hyundai,Santa FE,2019,SUV,43000.0,2199.0,Diesel,28999.0,3,14333.333333333334
